location,year,category,rank,query
Denmark,2015,Danske tv-serier,5,Rigtige mænd
Denmark,2015,Film,1,Jurassic World
Denmark,2015,Film,2,Minions
Denmark,2015,Film,3,Mænd og høns
Denmark,2015,Film,4,Fast and Furious 7
Denmark,2015,Film,5,Klovn Forever
Denmark,2015,Hvad...?,1,Hvad skal jeg stemme
Denmark,2015,Hvad...?,2,Hvad betyder stjernen på Snapchat
Denmark,2015,Hvad...?,3,Hvad er pinse
Denmark,2015,Hvad...?,4,Hvad betyder navnet
Denmark,2015,Hvad...?,5,Hvad stemmer vi om den 3 december
Denmark,2015,Hvem er...?,1,Hvem er valgt
Denmark,2015,Hvem er...?,2,Hvem er blå blok
Denmark,2015,Hvem er...?,3,Hvem er rød blok
Denmark,2015,Hvem er...?,4,Hvem er kommet i Folketinget
Denmark,2015,Hvem er...?,5,Hvem er Dyrbys elskerinde
Denmark,2015,Hvordan...?,1,Hvordan brevstemmer man
Denmark,2015,Hvordan...?,2,Hvordan virker det nye Snapchat
Denmark,2015,Hvordan...?,3,Hvordan tager man screenshot på Mac
Denmark,2015,Hvordan...?,4,Hvordan regner man procent ud
Denmark,2015,Hvordan...?,5,Hvordan føles veer
Denmark,2015,Kalorier i...,1,Kalorier i shawarma
Denmark,2015,Kalorier i...,2,Kalorier i popcorn
Denmark,2015,Kalorier i...,3,Kalorier i alkohol
Denmark,2015,Kalorier i...,4,Kalorier i mad
Denmark,2015,Kalorier i...,5,Kalorier i pommes frites
Denmark,2015,Udenlandske kendte,1,Caitlyn Jenner
Denmark,2015,Udenlandske kendte,2,Lamar Odom
Denmark,2015,Udenlandske kendte,3,Ruby Rose
Denmark,2015,Udenlandske kendte,4,Adele
Denmark,2015,Udenlandske kendte,5,Stephen Hawking
Egypt,2015,الأبحاث,1,مهرجان مفيش صاحب يتصاحب
Egypt,2015,الأبحاث,2,رامز واكل الجو
Egypt,2015,الأبحاث,3,اغنية انت معلم
Egypt,2015,الأبحاث,4,تنسيق الثانوية العامة
Egypt,2015,الأبحاث,5,ميرنا المهندس
Egypt,2015,الأحداث,1,افتتاح قناة السويس الجديدة
Egypt,2015,الأحداث,2,وفاة النائب العام
Egypt,2015,الأحداث,3,جنازة فاتن حمامة
Egypt,2015,الأحداث,4,جنازة نور الشريف
Egypt,2015,الأحداث,5,حادث الحرم المكي
Egypt,2015,الأغاني,1,أنت معلم
Egypt,2015,الأغاني,2,مهرجام مفيش صاحب بيتصاحب
Egypt,2015,الأغاني,3,مهرجان فرتكة فرتكة
Egypt,2015,الأغاني,4,سيب إيدي
Egypt,2015,الأغاني,5,ابعد عني
Egypt,2015,البرامج التليفزيونية,1,رامز واكل الجو
Egypt,2015,البرامج التليفزيونية,2,مسرح مصر
Egypt,2015,البرامج التليفزيونية,3,أبله فاهيتا
Egypt,2015,البرامج التليفزيونية,4,The Voice
Egypt,2015,البرامج التليفزيونية,5,صبايا الخير
Egypt,2015,الشخصيات العامة,1,فاتن حمامة
Egypt,2015,الشخصيات العامة,2,عمر الشريف
Egypt,2015,الشخصيات العامة,3,نور الشريف
Egypt,2015,الشخصيات العامة,4,ميرنا المهندس
Egypt,2015,الشخصيات العامة,5,ياسمين النرش
Finland,2015,Elokuvat,1,Fifty Shades of Grey
Finland,2015,Elokuvat,2,Jurassic World
Finland,2015,Elokuvat,3,Fast and Furious 7
Finland,2015,Elokuvat,4,Big Game
Finland,2015,Elokuvat,5,Luokkakokous
Finland,2015,Kuinka...?,1,Kuinka venäläinen olet
Finland,2015,Kuinka...?,2,Kuinka purjehtijaksi
Finland,2015,Kuinka...?,3,Kuinka saada nainen kiinnostumaan
Finland,2015,Kuinka...?,4,Kuinka monta prosenttia on luvusta
Finland,2015,Kuinka...?,5,Kuinka rikastua
Finland,2015,Mikä on...?,1,Mikä on sote
Finland,2015,Mikä on...?,2,Mikä on periscope
Finland,2015,Mikä on...?,3,Mikä on isis
Finland,2015,Mikä on...?,4,Mikä on snapchat
Finland,2015,Mikä on...?,5,Mikä on kik
Finland,2015,Miten tehdään...?,1,Miten tehdään lapsia
Finland,2015,Miten tehdään...?,2,Miten tehdään gif
Finland,2015,Miten tehdään...?,3,Miten tehdään blogi
Finland,2015,Miten tehdään...?,4,Miten tehdään jauhelihakastike
Finland,2015,Miten tehdään...?,5,Miten tehdään huulirasvaa
Finland,2015,Miten...?,1,Miten katsoa auringonpimennystä
Finland,2015,Miten...?,2,Miten kertoa raskaudesta vanhemmille
Finland,2015,Miten...?,3,Miten saada sixpack
Finland,2015,Miten...?,4,Miten auttaa pakolaisia
Finland,2015,Miten...?,5,Miten ebola tarttuu
Finland,2015,Muusikot,1,Sanni
Finland,2015,Muusikot,2,Pertti Kurikan nimipäivät
Finland,2015,Muusikot,3,Roope Salminen
Finland,2015,Muusikot,4,Ezkimo
Finland,2015,Muusikot,5,Pave Maijanen
Finland,2015,Nousussa olevat,1,Vaalikone
Finland,2015,Nousussa olevat,2,Agario
Finland,2015,Nousussa olevat,3,Jääkiekon mm 2015
Finland,2015,Nousussa olevat,4,Auringonpimennys
Finland,2015,Nousussa olevat,5,Ensitreffit alttarilla
Finland,2015,Näyttelijät,1,Minna Turunen
Finland,2015,Näyttelijät,2,Christopher Lee
Finland,2015,Näyttelijät,3,David Hasselhoff
Finland,2015,Näyttelijät,4,Simo Salminen
Finland,2015,Näyttelijät,5,Ruby Rose
Finland,2015,Pelit,1,Agario
Finland,2015,Pelit,2,Fallout 4
Finland,2015,Pelit,3,Cities Skyline
Finland,2015,Pelit,4,Kahoot
Finland,2015,Pelit,5,Logo Quiz Suomi
Finland,2015,Poliitikot,1,Olli Immonen
Finland,2015,Poliitikot,2,Toimi Kankaanniemi
Finland,2015,Poliitikot,3,Juha Sipilä
Finland,2015,Poliitikot,4,Teuvo Hakkarainen
Finland,2015,Poliitikot,5,Sebastian Tynkkynen
Finland,2015,Reseptit,1,Siemennäkkäri
Finland,2015,Reseptit,2,Kukkakaalipizza
Finland,2015,Reseptit,3,Lehtikaalikeitto
Finland,2015,Reseptit,4,Naked cake
Finland,2015,Reseptit,5,Peltilihapiirakka
Finland,2015,Suomalaiset henkilöt,1,Minna Turunen
Finland,2015,Suomalaiset henkilöt,2,Sanni
Finland,2015,Suomalaiset henkilöt,3,Maisa Torppa
Finland,2015,Suomalaiset henkilöt,4,Roope Salminen
Finland,2015,Suomalaiset henkilöt,5,Olli Immonen
Finland,2015,Tapahtumat,1,Auringonpimennys
Finland,2015,Tapahtumat,2,Vaalit
Finland,2015,Tapahtumat,3,Euroviisut
Finland,2015,Tapahtumat,4,Weekend festival
Finland,2015,Tapahtumat,5,Asuntomessut
Finland,2015,Teknologia,1,Windows 10
Finland,2015,Teknologia,2,iPhone 6s
Finland,2015,Teknologia,3,Honor 7
Finland,2015,Teknologia,4,OneDrive
Finland,2015,Teknologia,5,Samsung Galaxy S6
Finland,2015,TV-ohjelmat,1,Ensitreffit alttarilla
Finland,2015,TV-ohjelmat,2,Temptation island suomi
Finland,2015,TV-ohjelmat,3,Aatami etsii eevaa
Finland,2015,TV-ohjelmat,4,Hottikset
Finland,2015,TV-ohjelmat,5,Kingi
Finland,2015,Ulkomaiset henkilöt,1,Pablo Escobar
Finland,2015,Ulkomaiset henkilöt,2,Christopher Lee
Finland,2015,Ulkomaiset henkilöt,3,David Hasselhoff
Finland,2015,Ulkomaiset henkilöt,4,Caitlyn Jenner
Finland,2015,Ulkomaiset henkilöt,5,Måns Zelmerlöw
Finland,2015,Urheilijat,1,Robert Helenius
Finland,2015,Urheilijat,2,Joonas Donskoi
Finland,2015,Urheilijat,3,Susie Wolff
Finland,2015,Urheilijat,4,Eva Wahlström
Finland,2015,Urheilijat,5,Joonas Kemppainen
Finland,2015,Urheilu,1,Jääkiekon mm
Finland,2015,Urheilu,2,Yleisurheilun mm
Finland,2015,Urheilu,3,Jukolan viesti
Finland,2015,Urheilu,4,Ampumahiihdon mm
Finland,2015,Urheilu,5,Falun 2015
Finland,2015,Yhteiskunta,1,Vaalit 2015
Finland,2015,Yhteiskunta,2,Mv lehti
Finland,2015,Yhteiskunta,3,Omakanta
Finland,2015,Yhteiskunta,4,Kansalaisaloite
Finland,2015,Yhteiskunta,5,Reserviläiskirje
France,2015,Actualités,1,Charlie Hebdo
France,2015,Actualités,2,Attentats Paris
France,2015,Actualités,3,Tour de France
France,2015,Actualités,4,50 nuances de Grey
France,2015,Actualités,5,Claire Chazal
France,2015,Chansons,1,Hello
France,2015,Chansons,2,Sur ma route
France,2015,Chansons,3,Wesh alors
France,2015,Chansons,4,On écrit sur les murs
France,2015,Chansons,5,Millionnaire
France,2015,Chanteurs,1,Adele
France,2015,Chanteurs,2,Demis Roussos
France,2015,Chanteurs,3,Michel Delpech
France,2015,Chanteurs,4,Richard Anthony
France,2015,Chanteurs,5,Louane Emera
France,2015,Définitions,1,Définition COP21
France,2015,Définitions,2,Définition Thug life
France,2015,Définitions,3,Définition Daesh
France,2015,Définitions,4,Définition femen
France,2015,Définitions,5,Définition oecuménique
France,2015,Emissions TV,1,Secret Story 9
France,2015,Emissions TV,2,Koh Lanta
France,2015,Emissions TV,3,Les Anges 7
France,2015,Emissions TV,4,Les Marseillais en Thaïlande
France,2015,Emissions TV,5,Dropped
France,2015,Films,1,50 Nuances de Grey
France,2015,Films,2,Jurassic World
France,2015,Films,3,Fast and Furious 7
France,2015,Films,4,Mad Max : Fury Road
France,2015,Films,5,American Sniper
France,2015,Jeux vidéos,1,FIFA 16
France,2015,Jeux vidéos,2,Fallout 4
France,2015,Jeux vidéos,3,The Witcher 3
France,2015,Jeux vidéos,4,Call of Duty: Black Ops III
France,2015,Jeux vidéos,5,Star Wars : Battlefront
France,2015,Personnalités politiques,1,Myriam El Khomri
France,2015,Personnalités politiques,2,Michel Rocard
France,2015,Personnalités politiques,3,Jeannette Bougrab
France,2015,Personnalités politiques,4,Nicolas Sarkozy
France,2015,Personnalités politiques,5,Jean Pierre Jouyet
France,2015,Sportifs,1,Camille Muffat
France,2015,Sportifs,2,Florence Arthaud
France,2015,Sportifs,3,Alexis Vastine
France,2015,Sportifs,4,Jules Bianchi
France,2015,Sportifs,5,Lamar Odom
France,2015,Séries TV,1,Clem
France,2015,Séries TV,2,Game of Thrones
France,2015,Séries TV,3,The Walking Dead
France,2015,Séries TV,4,Dragon Ball Super
France,2015,Séries TV,5,Une chance de trop
France,2015,Week end à ...,1,Venise
France,2015,Week end à ...,2,Londres
France,2015,Week end à ...,3,Barcelone
France,2015,Week end à ...,4,Deauville
France,2015,Week end à ...,5,Paris
France,2015,Évènements sportifs,1,Tour de France
France,2015,Évènements sportifs,2,Coupe du Monde de Rugby
France,2015,Évènements sportifs,3,Roland Garros
France,2015,Évènements sportifs,4,Coupe d'Afrique des nations
France,2015,Évènements sportifs,5,Transat Jacques Vabre
Germany,2015,Suchbegriffe,1,Sonnenfinsternis
Germany,2015,Suchbegriffe,2,Pegida
Germany,2015,Suchbegriffe,3,Flugzeugabsturz
Germany,2015,Suchbegriffe,4,Dschungelcamp
Germany,2015,Suchbegriffe,5,Paris
Germany,2015,Schlagzeilen,1,Sonnenfinsternis
Germany,2015,Schlagzeilen,2,Pegida
Germany,2015,Schlagzeilen,3,Flugzeugabsturz
Germany,2015,Schlagzeilen,4,Paris
Germany,2015,Schlagzeilen,5,Griechenland
Germany,2015,Games,1,Fallout 4
Germany,2015,Games,2,FIFA 16
Germany,2015,Games,3,The Witcher 3
Germany,2015,Games,4,Star Wars Battlefront
Germany,2015,Games,5,Dying light
Ghana,2015,Events,1,AFCON 2015
Ghana,2015,Events,2,Muna Obiekwe death
Ghana,2015,Events,3,Dumsor Protest
Ghana,2015,Events,4,Nigeria Elections
Ghana,2015,Events,5,Xenophobia in South Africa
Ghana,2015,How to...,1,How to Kiss
Ghana,2015,How to...,2,How to make money
Ghana,2015,How to...,3,How to write a report
Ghana,2015,How to...,4,How to write a CV
Ghana,2015,How to...,5,How to create a website
Ghana,2015,Mobile Phones,1,iPhone 6S
Ghana,2015,Mobile Phones,2,Samsung Galaxy S6
Ghana,2015,Mobile Phones,3,iPhone 7
Ghana,2015,Mobile Phones,4,Tecno Phantom 5
Ghana,2015,Mobile Phones,5,Infinix Hot 2
Ghana,2015,Movies,1,Straight Outta Compton
Ghana,2015,Movies,2,50 Shades of Grey
Ghana,2015,Movies,3,Furious 7
Ghana,2015,Movies,4,Avengers: Age of Ultron
Ghana,2015,Movies,5,Pitch Perfect 2
Ghana,2015,Music,1,Brother brother - Bisa Kdei
Ghana,2015,Music,2,Dumsor - Sarkodie
Ghana,2015,Music,3,Mansa - Bisa Kdei
Ghana,2015,Music,4,Hello - Adele
Ghana,2015,Music,5,Fans Mi- Davido ft. Meek Mill
Ghana,2015,People,1,Muna Obiekwe
Ghana,2015,People,2,Anas Aremeyaw Anas
Ghana,2015,People,3,Nana Aba Anamoah
Ghana,2015,People,4,Baba Rahman
Ghana,2015,People,5,Pedro
Ghana,2015,Sport Personalities,1,Baba Rahman
Ghana,2015,Sport Personalities,2,Pedro
Ghana,2015,Sport Personalities,3,Mayweather
Ghana,2015,Sport Personalities,4,Afriyie Acquah
Ghana,2015,Sport Personalities,5,August Alsina
Ghana,2015,Terms,1,AFCON 2015
Ghana,2015,Terms,2,La Gata
Ghana,2015,Terms,3,Muna Obiekwe
Ghana,2015,Terms,4,Zenmate
Ghana,2015,Terms,5,Dumsor
Ghana,2015,TV Series,1,La Gata
Ghana,2015,TV Series,2,What Life took from me
Ghana,2015,TV Series,3,Empire
Ghana,2015,TV Series,4,The Flash
Ghana,2015,TV Series,5,Unforgivable
Ghana,2015,What is...,1,What is love
Ghana,2015,What is...,2,What is Science
Ghana,2015,What is...,3,What is the time
Ghana,2015,What is...,4,What is communication
Ghana,2015,What is...,5,What is Education
Greece,2015,Ταχύτερα αυξανόμενες αναζητήσεις,1,eurobasket 2015
Greece,2015,Ταχύτερα αυξανόμενες αναζητήσεις,2,eurovision 2015
Greece,2015,Ταχύτερα αυξανόμενες αναζητήσεις,3,εκλογες 2015
Greece,2015,Ταχύτερα αυξανόμενες αναζητήσεις,4,fifty shades of grey
Greece,2015,Ταχύτερα αυξανόμενες αναζητήσεις,5,Δημοψηφισμα
Greece,2015,Επικαιρότητα,1,εκλογες 2015
Greece,2015,Επικαιρότητα,2,Δημοψηφισμα
Greece,2015,Επικαιρότητα,3,Charlie hebdo
Greece,2015,Επικαιρότητα,4,Isis
Greece,2015,Επικαιρότητα,5,Παρισι τρομοκρατικο χτυπημα
Greece,2015,Διακοπές,1,Αίγινα
Greece,2015,Διακοπές,2,Μεσσηνία
Greece,2015,Διακοπές,3,Κυκλάδες
Greece,2015,Διακοπές,4,Κεφαλονιά
Greece,2015,Διακοπές,5,Νότια Κρήτη
Greece,2015,Εισητήρια,1,ο πουπουλένιος εισιτήρια
Greece,2015,Εισητήρια,2,παοκ εισιτήρια
Greece,2015,Εισητήρια,3,εισιτήρια robbie williams
Greece,2015,Εισητήρια,4,σμύρνη μου αγαπημένη εισιτήρια
Greece,2015,Εισητήρια,5,mamma mia badminton εισιτήρια
Greece,2015,Πώς να,1,πως να τον κανω να κολλησει
Greece,2015,Πώς να,2,πως να χασω κιλα στην κοιλια
Greece,2015,Πώς να,3,πως να καθαρισω το φουρνο
Greece,2015,Πώς να,4,πως να λυσω τον κυβο του ρουμπικ
Greece,2015,Πώς να,5,πως να βρω δουλεια
Greece,2015,Ταινίες,1,Fifty shades of grey
Greece,2015,Ταινίες,2,Birdman
Greece,2015,Ταινίες,3,Spectre
Greece,2015,Ταινίες,4,Mad Max
Greece,2015,Ταινίες,5,American sniper
Greece,2015,Ταξίδια στο εξωτερικό,1,ταξιδι στο παρισι
Greece,2015,Ταξίδια στο εξωτερικό,2,ταξιδι στο ντουμπαι
Greece,2015,Ταξίδια στο εξωτερικό,3,ταξιδι στο λονδινο
Greece,2015,Ταξίδια στο εξωτερικό,4,ταξιδι στην κωνσταντινουπολη
Greece,2015,Ταξίδια στο εξωτερικό,5,ταξιδι στην πραγα
Hong Kong,2015,熱爆關鍵字,1,iPhone 6s
Hong Kong,2015,熱爆關鍵字,2,How-Old.net
Hong Kong,2015,熱爆關鍵字,3,杜如風
Hong Kong,2015,熱爆關鍵字,4,武則天
Hong Kong,2015,熱爆關鍵字,5,我的少女時代
Hong Kong,2015,熱爆本地頭條,1,滙豐150週年
Hong Kong,2015,熱爆本地頭條,2,iBond
Hong Kong,2015,熱爆本地頭條,3,區議會選舉
Hong Kong,2015,熱爆本地頭條,4,煥然壹居
Hong Kong,2015,熱爆本地頭條,5,普選政改方案
Hong Kong,2015,熱爆本地時事人物,1,梁齊昕
Hong Kong,2015,熱爆本地時事人物,2,勞永樂
Hong Kong,2015,熱爆本地時事人物,3,盧寵茂
Hong Kong,2015,熱爆本地時事人物,4,中出羊子
Hong Kong,2015,熱爆本地時事人物,5,錢詩文
Hong Kong,2015,熱爆本地大型活動,1,香港書展 2015
Hong Kong,2015,熱爆本地大型活動,2,荔園
Hong Kong,2015,熱爆本地大型活動,3,AIA 歐陸嘉年華
Hong Kong,2015,熱爆本地大型活動,4,香港電腦通訊節 2015
Hong Kong,2015,熱爆本地大型活動,5,香港動漫電玩節 2015
Hong Kong,2015,熱爆全球盛事,1,溫布頓錦標賽
Hong Kong,2015,熱爆全球盛事,2,世界杯欖球賽
Hong Kong,2015,熱爆全球盛事,3,奧斯卡金像獎頒獎禮
Hong Kong,2015,熱爆全球盛事,4,美國網球公開賽
Hong Kong,2015,熱爆全球盛事,5,澳洲網球公開賽
Hong Kong,2015,熱爆國際時事人物,1,李光耀
Hong Kong,2015,熱爆國際時事人物,2,Floyd Mayweather
Hong Kong,2015,熱爆國際時事人物,3,Caitlyn Jenner
Hong Kong,2015,熱爆國際時事人物,4,Donald Trump
Hong Kong,2015,熱爆國際時事人物,5,Manny Pacquiao
Hong Kong,2015,熱爆國際頭條,1,中東呼吸綜合症
Hong Kong,2015,熱爆國際頭條,2,天津爆炸
Hong Kong,2015,熱爆國際頭條,3,希臘公投
Hong Kong,2015,熱爆國際頭條,4,伊斯蘭國
Hong Kong,2015,熱爆國際頭條,5,八仙樂園
Hong Kong,2015,熱爆本地娛樂名人,1,杜如風
Hong Kong,2015,熱爆本地娛樂名人,2,袁嘉敏
Hong Kong,2015,熱爆本地娛樂名人,3,麥明詩
Hong Kong,2015,熱爆本地娛樂名人,4,司馬燕
Hong Kong,2015,熱爆本地娛樂名人,5,羅霖
Hong Kong,2015,熱爆流動裝置,1,iPhone 6s
Hong Kong,2015,熱爆流動裝置,2,LG V10
Hong Kong,2015,熱爆流動裝置,3,LG G4
Hong Kong,2015,熱爆流動裝置,4,iPhone 6s Plus
Hong Kong,2015,熱爆流動裝置,5,Apple Watch
Hungary,2015,Felkapott keresések,1,Éden Hotel
Hungary,2015,Felkapott keresések,2,Pixwords megoldások
Hungary,2015,Felkapott keresések,3,Való Világ 7
Hungary,2015,Felkapott keresések,4,Ötös lottó
Hungary,2015,Felkapott keresések,5,A szürke ötven árnyalata
Hungary,2015,Felkapott magyar személyek,1,Vágó István
Hungary,2015,Felkapott magyar személyek,2,Simicska Lajos
Hungary,2015,Felkapott magyar személyek,3,Csobot Adél
Hungary,2015,Felkapott magyar személyek,4,Rékasi Károly
Hungary,2015,Felkapott magyar személyek,5,Göncz Árpád
Hungary,2015,Felkapott külföldi személyek,1,Hedy Lamarr
Hungary,2015,Felkapott külföldi személyek,2,Jules Bianchi
Hungary,2015,Felkapott külföldi személyek,3,Zyzz
Hungary,2015,Felkapott külföldi személyek,4,Dakota Johnson
Hungary,2015,Felkapott külföldi személyek,5,Angela Merkel
Hungary,2015,Felkapott hírek,1,Charlie Hebdo
Hungary,2015,Felkapott hírek,2,napfogyatkozás
Hungary,2015,Felkapott hírek,3,Szíria
Hungary,2015,Felkapott hírek,4,Oscar 2015
Hungary,2015,Felkapott hírek,5,László Petra
Hungary,2015,Felkapott koncertek,1,Violetta koncert
Hungary,2015,Felkapott koncertek,2,Edda koncert 2015
Hungary,2015,Felkapott koncertek,3,Wellhello koncert
Hungary,2015,Felkapott koncertek,4,Roxette koncert
Hungary,2015,Felkapott koncertek,5,Neoton koncert
Hungary,2015,Felkapott TV-műsorok,1,Éden Hotel
Hungary,2015,Felkapott TV-műsorok,2,Való Világ 7
Hungary,2015,Felkapott TV-műsorok,3,Eurovision 2015
Hungary,2015,Felkapott TV-műsorok,4,Rising star
Hungary,2015,Felkapott TV-műsorok,5,Sztárban sztár
Hungary,2015,Felkapott... akarok,1,Fogyni akarok
Hungary,2015,Felkapott... akarok,2,Menő akarok lenni
Hungary,2015,Felkapott... akarok,3,Hízni akarok
Hungary,2015,Felkapott... akarok,4,Nem akarok dolgozni
Hungary,2015,Felkapott... akarok,5,Ombre hajat akarok
Hungary,2015,Felkapott...ki?kik?,1,Ki nyeri az Éden Hotelt?
Hungary,2015,Felkapott...ki?kik?,2,Ki az igazi lelki társad?
Hungary,2015,Felkapott...ki?kik?,3,Ki esett ki a Sztárban sztárból?
Hungary,2015,Felkapott...ki?kik?,4,Ki szerelmes beléd titokban?
Hungary,2015,Felkapott...ki?kik?,5,Ki nyerte az Eurovíziós dalfesztivált 2015?
India,2015,Searches,1,ICC Cricket World Cup 2015
India,2015,Searches,2,Bahubali
India,2015,Searches,3,Bajrangi Bhaijaan
India,2015,Searches,4,Prem Ratan Dhan Payo
India,2015,Searches,5,Indian Premier League (IPL)
India,2015,Movies,1,Bahubali
India,2015,Movies,2,Bajrangi Bhaijaan
India,2015,Movies,3,Prem Ratan Dhan Payo
India,2015,Movies,4,ABCD 2
India,2015,Movies,5,I
Indonesia,2015,Penelusuran Terpopuler,1,Batu Akik
Indonesia,2015,Penelusuran Terpopuler,2,GO-JEK
Indonesia,2015,Penelusuran Terpopuler,3,Kue Cubit
Indonesia,2015,Penelusuran Terpopuler,4,Angeline
Indonesia,2015,Penelusuran Terpopuler,5,Olga Syahputra
Indonesia,2015,Peristiwa Nasional,1,Pembekuan PSSI
Indonesia,2015,Peristiwa Nasional,2,Gunung Raung
Indonesia,2015,Peristiwa Nasional,3,Beras Plastik
Indonesia,2015,Peristiwa Nasional,4,Air Asia Ditemukan
Indonesia,2015,Peristiwa Nasional,5,Pesawat Hercules
Indonesia,2015,Peristiwa Internasional,1,Tragedi Mina
Indonesia,2015,Peristiwa Internasional,2,MotoGP 2015
Indonesia,2015,Peristiwa Internasional,3,Rohingya
Indonesia,2015,Peristiwa Internasional,4,Gempa Nepal
Indonesia,2015,Peristiwa Internasional,5,Charlie Hebdo
Indonesia,2015,Tokoh,1,Valentino Rossi
Indonesia,2015,Tokoh,2,Bon Jovi
Indonesia,2015,Tokoh,3,Paul Walker
Indonesia,2015,Tokoh,4,Abraham Samad
Indonesia,2015,Tokoh,5,Setya Novanto
Indonesia,2015,Apa Itu...,1,Baper
Indonesia,2015,Apa Itu...,2,Begal
Indonesia,2015,Apa Itu...,3,How-Old.net
Indonesia,2015,Apa Itu...,4,Quipper School
Indonesia,2015,Apa Itu...,5,Meningitis
Indonesia,2015,Bagaimana Cara...,1,Bentuk Perut Six Pack Tanpa ke Gym
Indonesia,2015,Bagaimana Cara...,2,Registrasi PUPNS
Indonesia,2015,Bagaimana Cara...,3,Mencari Batu Akik
Indonesia,2015,Bagaimana Cara...,4,Shalat Gerhana
Indonesia,2015,Bagaimana Cara...,5,Menghilangkan Kapur pada Batu Akik
Indonesia,2015,Film Indonesia 2015,1,Filosofi Kopi
Indonesia,2015,Film Indonesia 2015,2,Magic Hour
Indonesia,2015,Film Indonesia 2015,3,Di Balik 98
Indonesia,2015,Film Indonesia 2015,4,Janji Hati
Indonesia,2015,Film Indonesia 2015,5,This is Cinta
Indonesia,2015,Gadget,1,Samsung Galaxy A
Indonesia,2015,Gadget,2,Samsung Galaxy J5
Indonesia,2015,Gadget,3,Samsung Galaxy J1
Indonesia,2015,Gadget,4,Asus Zenfone 2
Indonesia,2015,Gadget,5,Samsung Galaxy V
Indonesia,2015,Game,1,Point Blank Garena
Indonesia,2015,Game,2,Agar.io
Indonesia,2015,Game,3,Konoha Ninja
Indonesia,2015,Game,4,Clash of Clans
Indonesia,2015,Game,5,Pokémon GO
Indonesia,2015,Meme,1,Meme Haji Lulung
Indonesia,2015,Meme,2,Meme Banjir Jakarta
Indonesia,2015,Meme,3,Meme Sudah Kuduga
Indonesia,2015,Meme,4,Meme Mayweather
Indonesia,2015,Meme,5,Meme Di Situ Kadang Saya Merasa Sedih
Indonesia,2015,Mode & Kecantikan,1,Celana Jogger
Indonesia,2015,Mode & Kecantikan,2,Lipstik Nude
Indonesia,2015,Mode & Kecantikan,3,Gamis Jodha Akbar
Indonesia,2015,Mode & Kecantikan,4,Warna Rambut Ombre
Indonesia,2015,Mode & Kecantikan,5,Bucket Hat
Indonesia,2015,Resep,1,Kue Cubit
Indonesia,2015,Resep,2,Tongseng Kambing
Indonesia,2015,Resep,3,Kue Cubit Green Tea
Indonesia,2015,Resep,4,Sahur Simpel
Indonesia,2015,Resep,5,Sate Kambing
Indonesia,2015,Selebriti,1,Cita Citata
Indonesia,2015,Selebriti,2,Isyana Sarasvati
Indonesia,2015,Selebriti,3,Didi Petet
Indonesia,2015,Selebriti,4,Natasha Wilona
Indonesia,2015,Selebriti,5,Steven William
Ireland,2015,How to...,1,How to use the new Snapchat
Ireland,2015,How to...,2,How to make pancake mix
Ireland,2015,How to...,3,How to eat pomelo
Ireland,2015,How to...,4,How to draw a Minion
Ireland,2015,How to...,5,How to bleed radiators
Ireland,2015,Music Acts,1,Ed Sheeran
Ireland,2015,Music Acts,2,Adele
Ireland,2015,Music Acts,3,Eagles of Death Metal
Ireland,2015,Music Acts,4,Lil' Chris
Ireland,2015,Music Acts,5,Meghan Trainor
Ireland,2015,News Moments,1,Rugby World Cup 2015
Ireland,2015,News Moments,2,Karen Buckley
Ireland,2015,News Moments,3,Lamar Odom
Ireland,2015,News Moments,4,Paris
Ireland,2015,News Moments,5,Eurovision 2015
Ireland,2015,People,1,Karen Buckley
Ireland,2015,People,2,Conor McGregor
Ireland,2015,People,3,Lamar Odom
Ireland,2015,People,4,Lady Colin Campbell
Ireland,2015,People,5,Ed Sheeran
Ireland,2015,People of Sport,1,Conor McGregor
Ireland,2015,People of Sport,2,Jonah Lomu
Ireland,2015,People of Sport,3,Ronda Rousey
Ireland,2015,People of Sport,4,Tyson Fury
Ireland,2015,People of Sport,5,Stephanie Roche
Ireland,2015,Politicans,1,Charlie Haughey
Ireland,2015,Politicans,2,Leo Varadkar
Ireland,2015,Politicans,3,Donald Trump
Ireland,2015,Politicans,4,Jeremy Corbyn
Ireland,2015,Politicans,5,David Cameron
Ireland,2015,Sports Events,1,Rugby World Cup 2015
Ireland,2015,Sports Events,2,Cheltenham 2015
Ireland,2015,Sports Events,3,Wimbledon 2015
Ireland,2015,Sports Events,4,Cricket World Cup 2015
Ireland,2015,Sports Events,5,Ploughing Championships 2015
Ireland,2015,Top Ten,1,Rugby World Cup 2015
Ireland,2015,Top Ten,2,Karen Buckley
Ireland,2015,Top Ten,3,Conor McGregor
Ireland,2015,Top Ten,4,Paris
Ireland,2015,Top Ten,5,Lamar Odom
Ireland,2015,TV Shows,1,Eurovision 2015
Ireland,2015,TV Shows,2,Operation Transformation 2015
Ireland,2015,TV Shows,3,Big Brother 2015
Ireland,2015,TV Shows,4,Oscars 2015
Ireland,2015,TV Shows,5,Celebrity Big Brother
Ireland,2015,What is...,1,What is ISIS?
Ireland,2015,What is...,2,What is Je Suis Charlie?
Ireland,2015,What is...,3,What is lupus?
Ireland,2015,What is...,4,What is processed meat?
Ireland,2015,What is...,5,What is a frappé?
Ireland,2015,When Is...,1,When is Easter 2015?
